22.689519,88.324495
22.689431,88.324347
22.689316,88.324165
22.689225,88.324062
22.689218,88.323948
22.689343,88.323858
22.689431,88.323807
22.689567,88.323717
22.689672,88.323629
22.689617,88.323473
22.689572,88.323362
22.689833,88.323869
22.689569,88.323704
22.689553,88.323549
22.689816,88.323873
22.689705,88.323733
22.689719,88.323732
22.689681,88.323545
22.689751,88.323881
22.689610,88.323610
22.689746,88.323726
22.689564,88.323512
22.689576,88.323617
22.689645,88.323884
22.689724,88.323757
22.689500,88.323859
22.689833,88.323730
22.689689,88.323578
22.689548,88.323819
22.689658,88.323620
22.689784,88.323547
22.689547,88.323798
22.689641,88.323548
22.689640,88.323746
22.689504,88.323570
22.689796,88.323792
22.689649,88.323884
22.689722,88.323568
22.689650,88.323887
22.689622,88.323540
22.689625,88.323516
22.689823,88.323797
22.689740,88.323873
22.689856,88.323641
22.689760,88.323634
22.689573,88.323513
22.689542,88.323708
22.689887,88.323764
22.689760,88.323660
22.689823,88.323751
22.689716,88.323561
22.689766,88.323818
22.689537,88.323808
22.689875,88.323846
22.689752,88.323633
22.689782,88.323649
22.689756,88.323591
22.689633,88.323663
22.689873,88.323622
22.689730,88.323513
22.689636,88.323862
22.689764,88.323688
22.689759,88.323760
22.689614,88.323519
22.689551,88.323621
22.689882,88.323845
22.689885,88.323631
22.689639,88.323750
22.689861,88.323688
22.689819,88.323822
22.689783,88.323825
22.689597,88.323846
22.689718,88.323558
22.689511,88.323840
22.689707,88.323626
22.689687,88.323811
22.689621,88.323568
22.689832,88.323576
22.689635,88.323737
22.689809,88.323650
22.689890,88.323787
22.689600,88.323501
22.689816,88.323784
22.689879,88.323672
22.689831,88.323721
22.689520,88.323886
22.689533,88.323601
